Squad,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Position,Footed,Height,Weight,Wages
Brentford,Neal Maupay,FRA,FW,27.0,23.0,12.0,1197.0,13.3,6.0,3.0,9.0,6.0,0.0,0.0,5.0,0.0,5.3,5.3,2.3,7.6,FW-MF,Right,171.0,68.0,"￡ 50,000"
Brentford,Frank Onyeka,NGA,MF,26.0,21.0,10.0,1083.0,12.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,1.9,1.9,1.8,3.7,MF,Right,183.0,74.0,"￡ 40,000"
Brentford,Keane Lewis-potter,ENG,"FW,DF",23.0,21.0,10.0,1004.0,11.2,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.2,3.2,1.0,4.2,FW-MF,Right,181.0,66.0,"￡ 35,000"
Brentford,Ivan Toney,ENG,FW,27.0,9.0,9.0,810.0,9.0,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,3.1,3.1,0.6,3.7,FW,Right,179.0,64.0,"￡ 20,000"
Brentford,Aaron Hickey,SCO,DF,21.0,9.0,9.0,713.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.1,0.3,DF-MF,Both,175.0,64.0,"￡ 30,000"
Brentford,Saman Ghoddos,IRN,DF,30.0,17.0,7.0,707.0,7.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.3,0.3,1.1,1.4,FW-MF,Right,176.0,74.0,"￡ 15,000"
Brentford,Mathias Jorgensen,DEN,DF,33.0,8.0,6.0,547.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.5,0.7,DF,Right,191.0,78.0,"￡ 25,000"
Brentford,Sergio Reguilon,ESP,DF,27.0,7.0,6.0,508.0,5.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,1.1,1.6,DF-MF,Left,176.0,63.0,￡ 
Brentford,Rico Henry,ENG,DF,26.0,5.0,5.0,401.0,4.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.0,1.1,DF-MF,Left,170.0,68.0,"￡ 35,000"
Brentford,Yehor Yarmoliuk,UKR,MF,20.0,17.0,4.0,439.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,MF,Both,180.0,72.0,0
Brentford,Kevin Schade,GER,"FW,MF",22.0,5.0,3.0,257.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.4,1.1,FW-MF,Right,183.0,72.0,"￡ 10,000"
Brentford,Mikkel Damsgaard,DEN,MF,23.0,14.0,2.0,362.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,1.4,FW-MF,Right,176.0,68.0,"￡ 30,000"
Brentford,Shandon Baptiste,GRN,MF,25.0,9.0,2.0,218.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,1.0,MF,Right,180.0,74.0,"￡ 15,000"
Brentford,Thomas Strakosha,ALB,GK,28.0,2.0,1.0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,192.0,79.0,"￡ 25,000"
Brentford,Michael Olakigbe,ENG,"DF,FW",19.0,8.0,0.0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,F,unknown,182.1,73.7,0
Brentford,Josh Dasilva,ENG,"DF,FW",25.0,3.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,MF,Left,175.0,68.0,"￡ 20,000"
Brentford,Myles Peart-harris,ENG,"DF,MF",21.0,3.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Right,187.0,69.0,"￡ 5,000"
Brentford,Val Adedokun,IRL,FW,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Brentford,Vincent Angelini,SCO,GK,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G,unknown,186.0,79.0,0
Brentford,Benjamin Arthur,ENG,DF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Brentford,Ellery Balcombe,ENG,GK,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,180.0,69.0,"￡ 10,000"
Brentford,Ethan Brierley,ENG,MF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,unknown,182.1,73.7,0
Brentford,Benjamin Fredrick,NGA,DF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,unknown,182.1,73.7,0
Brentford,Charlie Goode,ENG,DF,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Right,196.0,74.0,"￡ 8,000"
Brentford,Kim Jisoo,KOR,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,unknown,192.0,74.0,0
Everton,Jordan Pickford,ENG,GK,30.0,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.1,0.1,GK,Left,185.0,77.0,"￡ 125,000"
Everton,James Tarkowski,ENG,DF,31.0,28.0,28.0,2519.0,28.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,2.2,2.2,1.8,4.0,DF,Right,185.0,81.0,"￡ 100,000"
Everton,James Garner,ENG,MF,23.0,27.0,26.0,2311.0,25.7,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,2.2,2.2,4.2,6.4,MF,Right,182.0,77.0,"￡ 30,000"
Everton,Jarrad Branthwaite,ENG,DF,21.0,25.0,25.0,2250.0,25.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.4,1.4,0.9,2.3,DF,Left,195.0,82.0,"￡ 35,000"
Everton,Vitaliy Mykolenko,UKR,DF,24.0,23.0,23.0,2064.0,22.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,0.7,2.2,DF,Left,180.0,73.0,"￡ 58,000"
Everton,Dwight Mcneil,ENG,"MF,FW",24.0,25.0,23.0,2014.0,22.4,2.0,5.0,7.0,2.0,0.0,0.0,1.0,0.0,2.8,2.8,7.0,9.8,FW-MF,Left,177.0,72.0,"￡ 25,000"
Everton,Abdoulaye Doucoure,MLI,"FW,MF",31.0,22.0,22.0,1838.0,20.4,6.0,0.0,6.0,6.0,0.0,0.0,5.0,0.0,6.3,6.3,2.5,8.8,MF,Right,180.0,59.0,"￡ 130,000"
Everton,Jack Harrison,ENG,"MF,FW",27.0,22.0,20.0,1730.0,19.2,3.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,3.2,3.2,3.1,6.2,FW-MF,Left,175.0,69.0,"￡ 90,000"
Everton,Dominic Calvert-lewin,ENG,FW,26.0,24.0,19.0,1583.0,17.6,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,9.3,9.3,1.6,10.9,FW-MF,Right,189.0,63.0,"￡ 100,000"
Everton,Ashley Young,ENG,"DF,MF",38.0,21.0,19.0,1528.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.4,0.4,1.2,1.6,DF-FW-MF,Right,175.0,63.0,"￡ 40,000"
Everton,Amadou Onana,BEL,MF,22.0,22.0,18.0,1663.0,18.5,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.8,1.8,2.5,4.3,MF,Right,187.0,76.0,"￡ 100,000"
Everton,Idrissa Gana Gueye,SEN,MF,34.0,18.0,17.0,1303.0,14.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.1,1.1,0.7,1.8,MF,Right,174.0,63.0,"￡ 80,000"
Everton,Nathan Patterson,SCO,DF,22.0,19.0,9.0,961.0,10.7,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,1.7,2.0,DF,Right,183.0,78.0,"￡ 28,000"
Everton,Ben Godfrey,ENG,DF,26.0,9.0,8.0,670.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.4,1.4,0.2,1.6,DF-MF,Right,183.0,78.0,"￡ 75,000"
Everton,Beto,GNB,FW,26.0,23.0,7.0,746.0,8.3,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,4.7,3.9,0.9,4.9,FW,Right,194.0,86.0,"￡ 50,000"
Everton,Arnaut Danjuma,NED,"MF,FW",27.0,14.0,5.0,595.0,6.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.6,2.6,1.1,3.7,FW-MF,Right,187.0,73.0,€ 
Everton,Michael Keane,ENG,DF,31.0,7.0,4.0,404.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,DF,Right,191.0,72.0,"￡ 80,000"
Everton,Seamus Coleman,IRL,DF,35.0,5.0,2.0,235.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF-MF,Right,177.0,67.0,"￡ 55,000"
Everton,Alex Iwobi,NGA,MF,27.0,2.0,2.0,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,FW-MF,Right,180.0,74.0,"￡ 80,000"
Everton,Lewis Dobbin,ENG,MF,21.0,11.0,1.0,210.0,2.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,MF,Right,175.0,63.0,0
Everton,Andre Gomes,POR,"MF,FW",30.0,5.0,1.0,200.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.4,0.6,MF,Right,188.0,83.0,"￡ 112,308"
Everton,Neal Maupay,FRA,FW,27.0,2.0,1.0,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.1,1.5,FW-MF,Right,171.0,68.0,"￡ 50,000"
Everton,Youssef Chermiti,POR,FW,19.0,11.0,0.0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.4,0.9,F,unknown,182.1,73.7,0
Everton,Thomas Cannon,IRL,FW,21.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,unknown,178.0,63.0,0
Everton,Tyler Onyango,ENG,MF,21.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Right,190.0,74.0,0
Everton,Elijah Campbell,ENG,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Everton,Mackenzie Hunt,ENG,DF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Everton,Andy Lonergan,IRL,GK,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Left,192.0,87.0,"￡ 7,500"
Everton,Jenson Metcalfe,ENG,MF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Everton,Joao Virginia,POR,GK,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,192.0,78.0,"￡ 7,500"
Nottingham,Morgan Gibbs-white,ENG,"MF,FW",24.0,27.0,25.0,2302.0,25.6,3.0,4.0,7.0,2.0,1.0,1.0,7.0,0.0,4.7,3.9,5.2,9.1,FW-MF,Right,177.0,67.0,"￡ 80,000"
Nottingham,Murillo,BRA,DF,21.0,22.0,22.0,1906.0,21.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,1.2,2.2,unknown,unknown,182.1,73.7,0
Nottingham,Anthony Elanga,SWE,"FW,MF",21.0,27.0,19.0,1843.0,20.5,5.0,7.0,12.0,5.0,0.0,0.0,1.0,0.0,5.9,5.9,5.6,11.4,FW-MF,Right,178.0,64.0,"￡ 25,000"
Nottingham,Orel Mangala,BEL,MF,25.0,20.0,19.0,1563.0,17.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,0.2,1.1,MF,Right,178.0,78.0,"￡ 30,000"
Nottingham,Nicolas Dominguez,ARG,"MF,FW",25.0,19.0,18.0,1345.0,14.9,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,1.2,1.2,1.0,2.2,MF,Right,179.0,73.0,"￡ 35,000"
Nottingham,Matt Turner,USA,GK,29.0,17.0,17.0,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,GK,Right,191.0,78.0,"￡ 40,000"
Nottingham,Ryan Yates,ENG,MF,26.0,25.0,13.0,1331.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.7,1.7,0.2,1.8,MF,Right,190.0,77.0,"￡ 25,000"
Nottingham,Harry Toffolo,ENG,DF,28.0,17.0,13.0,1237.0,13.7,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.5,3.2,DF-MF,Left,183.0,71.0,"￡ 35,000"
Nottingham,Willy Boly,CIV,DF,33.0,15.0,13.0,995.0,11.1,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.3,1.3,1.0,2.3,DF,Right,195.0,81.0,"￡ 40,000"
Nottingham,Moussa Niakhate,SEN,DF,28.0,16.0,12.0,1160.0,12.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.1,1.1,0.1,1.2,DF-FW,Left,190.0,82.0,"￡ 45,000"
Nottingham,Danilo,BRA,"MF,FW",22.0,21.0,12.0,1123.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.4,1.1,MF,Left,177.0,64.0,"￡ 30,000"
Nottingham,Taiwo Awoniyi,NGA,FW,26.0,17.0,12.0,1024.0,11.4,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,4.7,4.7,1.7,6.4,FW,Right,178.0,73.0,"￡ 50,000"
Nottingham,Ola Aina,NGA,DF,27.0,14.0,12.0,989.0,11.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.2,0.2,0.5,0.7,DF-MF,Right,179.0,66.0,"￡ 40,000"
Nottingham,Callum Hudson-odoi,ENG,"FW,MF",23.0,19.0,11.0,1069.0,11.9,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,1.2,1.2,1.8,3.0,FW-MF,Right,182.0,76.0,"￡ 80,000"
Nottingham,Neco Williams,WAL,"DF,FW",22.0,19.0,11.0,1067.0,11.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.5,1.8,DF-MF,Right,183.0,76.0,"￡ 50,000"
Nottingham,Ibrahim Sangare,CIV,MF,26.0,12.0,11.0,850.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,0.3,0.9,MF,Right,191.0,77.0,"￡ 75,000"
Nottingham,Chris Wood,NZL,FW,32.0,21.0,10.0,964.0,10.7,8.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,5.5,5.5,1.4,6.9,FW,Right,191.0,82.0,"￡ 80,000"
Nottingham,Serge Aurier,CIV,"DF,MF",31.0,12.0,10.0,833.0,9.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.5,0.6,DF-MF,Right,176.0,76.0,"￡ 50,000"
Nottingham,Matz Sels,BEL,GK,32.0,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,188.0,74.0,"￡ 35,000"
Nottingham,Gonzalo Montiel,ARG,DF,27.0,9.0,5.0,498.0,5.5,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.6,0.7,DF,Right,180.0,73.0,"￡ 25,000"
Nottingham,Andrew Omobamidele,IRL,DF,21.0,7.0,5.0,496.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,DF,Right,188.0,76.0,"￡ 35,000"
Nottingham,Nuno Tavares,POR,DF,24.0,7.0,5.0,455.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.5,0.7,DF-MF,Left,184.0,78.0,"￡ 30,000"
Nottingham,Odisseas Vlachodimos,GRE,GK,29.0,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,191.0,77.0,"￡ 45,000"
Nottingham,Joe Worrall,ENG,DF,27.0,7.0,5.0,439.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.2,0.3,DF,Right,191.0,78.0,￡ 
Nottingham,Scott Mckenna,SCO,DF,27.0,5.0,5.0,416.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,DF,Left,189.0,78.0,"￡ 20,000"
Nottingham,Divock Origi,BEL,FW,28.0,14.0,4.0,398.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.8,2.4,FW-MF,Right,186.0,74.0,"￡ 120,000"
Nottingham,Felipe,BRA,DF,34.0,5.0,3.0,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.2,DF,Right,184.0,77.0,"￡ 80,000"
Nottingham,Brennan Johnson,WAL,"FW,MF",22.0,3.0,3.0,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,FW-MF,Right,178.0,73.0,"￡ 70,000"
Nottingham,Cheikhou Kouyate,SEN,MF,34.0,11.0,2.0,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,DF-MF,Right,193.0,79.0,"￡ 45,000"
Nottingham,Gio Reyna,USA,"MF,FW",21.0,3.0,0.0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,FW-MF,Right,183.0,71.0,"￡ 40,000"
Nottingham,Andrey Santos,BRA,MF,19.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,MF,Right,176.0,72.0,0
Nottingham,Brandon Aguilera,CRC,FW,20.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M,unknown,182.0,73.7,0
Nottingham,Rodrigo Ribeiro,POR,FW,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,unknown,182.1,73.7,0
Nottingham,Remo Freuler,SUI,MF,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Right,180.0,79.0,"€ 35,577"
Nottingham,Joe Gardner,ENG,DF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Nottingham,Wayne Hennessey,WAL,GK,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,196.0,84.0,"￡ 15,000"
Nottingham,Ethan Horvath,USA,GK,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Right,194.0,83.0,"￡ 17,115"
Nottingham,Jamie Mcdonnell,NIR,MF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Nottingham,Lewis O'brien,ENG,MF,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Left,173.0,62.0,"￡ 15,000"
Nottingham,Detlef Osong,ENG,FW,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unknown,unknown,182.1,73.7,0
Nottingham,Hwang Ui-jo,KOR,"FW,MF",31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW-MF,Right,184.0,73.0,￡ 
Luton,Thomas Kaminski,BEL,GK,31.0,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,GK,Right,190.0,82.0,"￡ 25,000"
Luton,Alfie Doughty,ENG,DF,24.0,27.0,24.0,2085.0,23.2,1.0,7.0,8.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,4.6,5.6,DF-MF,Left,195.0,79.0,"￡ 7,500"
Luton,Carlton Morris,ENG,"FW,MF",28.0,28.0,22.0,1962.0,21.8,8.0,4.0,12.0,4.0,4.0,4.0,2.0,0.0,8.0,4.8,2.4,7.2,FW-MF,Left,188.0,86.0,"￡ 10,000"
Luton,Ross Barkley,ENG,MF,30.0,23.0,21.0,1873.0,20.8,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,2.9,2.9,3.5,6.4,MF,Right,189.0,83.0,"￡ 30,000"
Luton,Amari'i Bell,JAM,DF,29.0,21.0,21.0,1720.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,DF-MF,Left,180.0,72.0,"￡ 10,000"
Luton,Teden Mengi,ENG,DF,21.0,21.0,19.0,1733.0,19.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,DF,Right,183.0,81.0,"￡ 10,000"
